Kod;Województwo;Powiat;Gmina;Komentarz
62-063;wielkopolskie;poznañski;Stêszew;
62-064;wielkopolskie;poznañski;Komorniki;
62-065;wielkopolskie;grodziski;Grodzisk Wielkopolski;
62-066;wielkopolskie;grodziski;Granowo;
62-068;wielkopolskie;grodziski;Rakoniewice;
62-069;wielkopolskie;poznañski;Dopiewo;
62-070;wielkopolskie;poznañski;Dopiewo;
62-071;wielkopolskie;grodziski;Rakoniewice;
62-072;wielkopolskie;poznañski;Stêszew;
62-073;wielkopolskie;grodziski;Rakoniewice;
62-080;wielkopolskie;poznañski;Tarnowo Podgórne;
62-081;wielkopolskie;poznañski;Tarnowo Podgórne;
62-085;wielkopolskie;w¹growiecki;Skoki;
62-090;wielkopolskie;poznañski;Rokietnica;
62-093;wielkopolskie;w¹growiecki;Skoki;
62-095;wielkopolskie;poznañski;Murowana Goœlina;
62-097;wielkopolskie;poznañski;Murowana Goœlina;
62-100;wielkopolskie;w¹growiecki;W¹growiec;
62-104;wielkopolskie;w¹growiecki;W¹growiec;
62-105;wielkopolskie;w¹growiecki;W¹growiec;
62-106;wielkopolskie;w¹growiecki;W¹growiec;
62-107;wielkopolskie;w¹growiecki;Damas³awek;
62-110;wielkopolskie;w¹growiecki;Damas³awek;
62-112;wielkopolskie;w¹growiecki;W¹growiec;
62-113;wielkopolskie;w¹growiecki;W¹growiec;
62-120;wielkopolskie;w¹growiecki;Wapno;
62-121;wielkopolskie;w¹growiecki;Go³añcz;
62-130;wielkopolskie;w¹growiecki;Go³añcz;
62-131;wielkopolskie;w¹growiecki;Go³añcz;
62-132;wielkopolskie;w¹growiecki;Go³añcz;
62-200;wielkopolskie;gnieŸnieñski;Gniezno;
62-211;wielkopolskie;gnieŸnieñski;Gniezno;
62-212;wielkopolskie;gnieŸnieñski;Mieleszyn;
62-213;wielkopolskie;gnieŸnieñski;Mieleszyn;
62-214;wielkopolskie;gnieŸnieñski;Gniezno;
62-215;wielkopolskie;gnieŸnieñski;Witkowo;
62-220;wielkopolskie;gnieŸnieñski;Niechanowo;
62-230;wielkopolskie;gnieŸnieñski;Witkowo;
62-235;wielkopolskie;gnieŸnieñski;Trzemeszno;
62-237;wielkopolskie;gnieŸnieñski;Trzemeszno;
62-238;wielkopolskie;gnieŸnieñski;Trzemeszno;
62-240;wielkopolskie;gnieŸnieñski;Trzemeszno;
62-241;wielkopolskie;gnieŸnieñski;Czerniejewo;
62-242;wielkopolskie;gnieŸnieñski;Niechanowo;
62-250;wielkopolskie;gnieŸnieñski;Czerniejewo;
62-260;wielkopolskie;gnieŸnieñski;£ubowo;
62-261;wielkopolskie;gnieŸnieñski;£ubowo;
62-262;wielkopolskie;gnieŸnieñski;£ubowo;
62-265;wielkopolskie;gnieŸnieñski;Kiszkowo;
62-270;wielkopolskie;gnieŸnieñski;K³ecko;
62-271;wielkopolskie;gnieŸnieñski;K³ecko;
62-272;wielkopolskie;gnieŸnieñski;Kiszkowo;
62-280;wielkopolskie;gnieŸnieñski;Kiszkowo;
62-285;wielkopolskie;w¹growiecki;Mieœcisko;
62-290;wielkopolskie;w¹growiecki;Mieœcisko;
62-291;wielkopolskie;w¹growiecki;Mieœcisko;
62-292;wielkopolskie;w¹growiecki;Mieœcisko;
62-300;wielkopolskie;wrzesiñski;Wrzeœnia;
62-301;wielkopolskie;wrzesiñski;Wrzeœnia;
62-302;wielkopolskie;wrzesiñski;Wrzeœnia;
62-303;wielkopolskie;wrzesiñski;Wrzeœnia;
62-304;wielkopolskie;wrzesiñski;Wrzeœnia;
62-305;wielkopolskie;wrzesiñski;Ko³aczkowo;
62-306;wielkopolskie;wrzesiñski;Ko³aczkowo;
62-307;wielkopolskie;wrzesiñski;Ko³aczkowo;
62-308;wielkopolskie;wrzesiñski;Nekla;
62-309;wielkopolskie;wrzesiñski;Wrzeœnia;
62-310;wielkopolskie;wrzesiñski;Pyzdry;
62-311;wielkopolskie;wrzesiñski;Pyzdry;
62-312;wielkopolskie;wrzesiñski;Pyzdry;
62-320;wielkopolskie;wrzesiñski;Mi³os³aw;
62-321;wielkopolskie;wrzesiñski;Mi³os³aw;
62-322;wielkopolskie;wrzesiñski;Mi³os³aw;
62-323;wielkopolskie;wrzesiñski;Wrzeœnia;
62-330;wielkopolskie;wrzesiñski;Nekla;
62-400;wielkopolskie;s³upecki;S³upca;
62-402;wielkopolskie;s³upecki;Ostrowite;
62-404;wielkopolskie;s³upecki;L¹dek;
62-405;wielkopolskie;s³upecki;L¹dek;
62-406;wielkopolskie;s³upecki;L¹dek;
62-410;wielkopolskie;s³upecki;Zagórów;
62-420;wielkopolskie;s³upecki;Strza³kowo;
62-430;wielkopolskie;s³upecki;Powidz;
62-436;wielkopolskie;s³upecki;Orchowo;
62-500;wielkopolskie;Konin;Konin;
62-504;wielkopolskie;koniñski;Stare Miasto;
62-506;wielkopolskie;koniñski;Œlesin;
62-510;wielkopolskie;koniñski;Kramsk;
62-511;wielkopolskie;koniñski;Kramsk;
62-513;wielkopolskie;koniñski;Krzymów;
62-530;wielkopolskie;koniñski;Kazimierz Biskupi;
62-540;wielkopolskie;koniñski;Kleczew;
62-541;wielkopolskie;koniñski;Kleczew;
62-543;wielkopolskie;koniñski;Kazimierz Biskupi;
62-550;wielkopolskie;koniñski;Wilczyn;
62-560;wielkopolskie;koniñski;Skulsk;
62-561;wielkopolskie;koniñski;Œlesin;
62-563;wielkopolskie;koniñski;Œlesin;
62-570;wielkopolskie;koniñski;Rychwa³;
62-571;wielkopolskie;koniñski;Stare Miasto;
62-573;wielkopolskie;koniñski;Rychwa³;
62-574;wielkopolskie;koniñski;Rychwa³;
62-580;wielkopolskie;koniñski;Grodziec;
62-585;wielkopolskie;koniñski;Rzgów;
62-586;wielkopolskie;koniñski;Rzgów;
62-590;wielkopolskie;koniñski;Golina;
62-600;wielkopolskie;kolski;Ko³o;
62-604;wielkopolskie;kolski;Koœcielec;
62-610;wielkopolskie;koniñski;Sompolno;
62-613;wielkopolskie;kolski;Osiek Ma³y;
62-618;wielkopolskie;koniñski;Wierzbinek;
62-619;wielkopolskie;koniñski;Wierzbinek;
62-620;wielkopolskie;kolski;Babiak;
62-621;wielkopolskie;kolski;Babiak;
62-635;wielkopolskie;kolski;Przedecz;
62-640;wielkopolskie;kolski;Grzegorzew;
62-641;wielkopolskie;kolski;Olszówka;
62-650;wielkopolskie;kolski;K³odawa;
62-652;wielkopolskie;kolski;Chodów;
62-660;wielkopolskie;kolski;D¹bie;
62-700;wielkopolskie;turecki;Turek;
62-704;wielkopolskie;turecki;Kawêczyn;
62-709;wielkopolskie;turecki;Malanów;
62-710;wielkopolskie;turecki;W³adys³awów;
62-720;wielkopolskie;turecki;Brudzew;
62-730;wielkopolskie;turecki;Dobra;
62-731;wielkopolskie;turecki;Przykona;
62-740;wielkopolskie;turecki;Tuliszków;
62-800;wielkopolskie;Kalisz;Kalisz;
62-811;wielkopolskie;pleszewski;Go³uchów;
62-812;wielkopolskie;kaliski;Blizanów;
62-814;wielkopolskie;kaliski;Blizanów;
62-817;wielkopolskie;kaliski;¯elazków;
62-820;wielkopolskie;kaliski;Stawiszyn;
62-830;wielkopolskie;kaliski;Stawiszyn;
62-831;wielkopolskie;kaliski;Mycielin;
62-834;wielkopolskie;kaliski;Ceków-Kolonia;
62-840;wielkopolskie;kaliski;KoŸminek;
62-850;wielkopolskie;kaliski;Lisków;
62-860;wielkopolskie;kaliski;Opatówek;
62-862;wielkopolskie;kaliski;Szczytniki;
62-865;wielkopolskie;kaliski;Szczytniki;
62-872;wielkopolskie;kaliski;Godziesze Wielkie;
62-874;wielkopolskie;kaliski;Brzeziny;
63-000;wielkopolskie;œredzki;Œroda Wielkopolska;
63-004;wielkopolskie;poznañski;Kleszczewo;
63-005;wielkopolskie;poznañski;Kleszczewo;
63-006;wielkopolskie;poznañski;Kleszczewo;
63-011;wielkopolskie;œredzki;Œroda Wielkopolska;
63-012;wielkopolskie;œredzki;Dominowo;
63-013;wielkopolskie;œredzki;Œroda Wielkopolska;
63-014;wielkopolskie;œredzki;Dominowo;
63-020;wielkopolskie;œredzki;Zaniemyœl;
63-021;wielkopolskie;œredzki;Zaniemyœl;
63-022;wielkopolskie;œredzki;Œroda Wielkopolska;
63-023;wielkopolskie;œredzki;Krzykosy;
63-024;wielkopolskie;œredzki;Krzykosy;
63-025;wielkopolskie;œredzki;Krzykosy;
63-035;wielkopolskie;poznañski;Kórnik;
63-040;wielkopolskie;œredzki;Nowe Miasto nad Wart¹;
63-041;wielkopolskie;œredzki;Nowe Miasto nad Wart¹;
63-100;wielkopolskie;œremski;Œrem;
63-112;wielkopolskie;œremski;Brodnica;
63-130;wielkopolskie;œremski;Ksi¹¿ Wielkopolski;
63-140;wielkopolskie;œremski;Dolsk;
63-200;wielkopolskie;jarociñski;Jarocin;
63-210;wielkopolskie;jarociñski;¯erków;
63-220;wielkopolskie;jarociñski;Kotlin;
63-230;wielkopolskie;jarociñski;Jarocin;
63-233;wielkopolskie;jarociñski;Jaraczewo;
63-300;wielkopolskie;pleszewski;Pleszew;
63-304;wielkopolskie;pleszewski;Czermin;
63-308;wielkopolskie;pleszewski;Giza³ki;
63-313;wielkopolskie;pleszewski;Chocz;
63-322;wielkopolskie;pleszewski;Go³uchów;
63-330;wielkopolskie;pleszewski;Dobrzyca;
63-400;wielkopolskie;ostrowski;Ostrów Wielkopolski;
63-405;wielkopolskie;ostrowski;Sieroszewice;
63-410;wielkopolskie;ostrowski;Ostrów Wielkopolski;
63-421;wielkopolskie;ostrowski;Przygodzice;
63-430;wielkopolskie;ostrowski;Odolanów;
63-435;wielkopolskie;ostrowski;Soœnie;
63-437;wielkopolskie;ostrowski;Soœnie;
63-440;wielkopolskie;ostrowski;Raszków;
63-450;wielkopolskie;ostrowski;Ostrów Wielkopolski;
63-460;wielkopolskie;ostrowski;Nowe Skalmierzyce;
63-500;wielkopolskie;ostrzeszowski;Ostrzeszów;
63-505;wielkopolskie;ostrzeszowski;Doruchów;
63-507;wielkopolskie;ostrzeszowski;Kobyla Góra;
63-508;wielkopolskie;ostrzeszowski;Kobyla Góra;
63-510;wielkopolskie;ostrzeszowski;Mikstat;
63-520;wielkopolskie;ostrzeszowski;Grabów nad Prosn¹;
63-522;wielkopolskie;ostrzeszowski;Kraszewice;
63-524;wielkopolskie;ostrzeszowski;Czajków;
63-600;wielkopolskie;kêpiñski;Kêpno;
63-604;wielkopolskie;kêpiñski;Baranów;
63-611;wielkopolskie;kêpiñski;Baranów;
63-620;wielkopolskie;kêpiñski;Trzcinica;
63-630;wielkopolskie;kêpiñski;Rychtal;
63-640;wielkopolskie;kêpiñski;Bralin;
63-642;wielkopolskie;kêpiñski;Perzów;
63-645;wielkopolskie;kêpiñski;£êka Opatowska;
63-648;wielkopolskie;kêpiñski;Baranów;
63-700;wielkopolskie;krotoszyñski;Krotoszyn;
63-703;wielkopolskie;krotoszyñski;Krotoszyn;
63-704;wielkopolskie;krotoszyñski;Krotoszyn;
63-707;wielkopolskie;krotoszyñski;KoŸmin Wielkopolski;
63-708;wielkopolskie;krotoszyñski;Rozdra¿ew;
63-714;wielkopolskie;krotoszyñski;Krotoszyn;
63-716;wielkopolskie;krotoszyñski;Krotoszyn;
63-720;wielkopolskie;krotoszyñski;KoŸmin Wielkopolski;
63-721;wielkopolskie;krotoszyñski;KoŸmin Wielkopolski;
63-740;wielkopolskie;krotoszyñski;Kobylin;
63-745;wielkopolskie;krotoszyñski;Krotoszyn;
63-750;wielkopolskie;krotoszyñski;Sulmierzyce;
63-760;wielkopolskie;krotoszyñski;Zduny;
63-800;wielkopolskie;gostyñski;Gostyñ;
63-805;wielkopolskie;gostyñski;Poniec;
63-810;wielkopolskie;gostyñski;Borek Wielkopolski;
63-820;wielkopolskie;gostyñski;Piaski;
63-830;wielkopolskie;gostyñski;Pêpowo;
63-831;wielkopolskie;gostyñski;Pêpowo;
63-840;wielkopolskie;gostyñski;Krobia;
63-842;wielkopolskie;gostyñski;Krobia;
63-860;wielkopolskie;gostyñski;Pogorzela;
63-900;wielkopolskie;rawicki;Rawicz;
63-904;wielkopolskie;rawicki;Rawicz;
63-910;wielkopolskie;rawicki;Miejska Górka;
63-911;wielkopolskie;rawicki;Rawicz;
63-913;wielkopolskie;rawicki;Miejska Górka;
63-920;wielkopolskie;rawicki;Pakos³aw;
63-921;wielkopolskie;rawicki;Pakos³aw;
63-930;wielkopolskie;rawicki;Jutrosin;
63-940;wielkopolskie;rawicki;Bojanowo;
64-000;wielkopolskie;koœciañski;Koœcian;
64-005;wielkopolskie;koœciañski;Koœcian;
64-010;wielkopolskie;koœciañski;Krzywiñ;
64-020;wielkopolskie;koœciañski;Czempiñ;
64-030;wielkopolskie;koœciañski;Œmigiel;
64-032;wielkopolskie;grodziski;Wielichowo;
64-035;wielkopolskie;koœciañski;Œmigiel;
64-050;wielkopolskie;grodziski;Wielichowo;
64-060;wielkopolskie;grodziski;Kamieniec;
64-061;wielkopolskie;grodziski;Kamieniec;
64-067;wielkopolskie;obornicki;Oborniki;
64-100;wielkopolskie;leszczyñski;Œwiêciechowa;
64-111;wielkopolskie;leszczyñski;Lipno;
64-113;wielkopolskie;leszczyñski;Osieczna;
64-115;wielkopolskie;leszczyñski;Œwiêciechowa;
64-117;wielkopolskie;leszczyñski;W³oszakowice;
64-120;wielkopolskie;leszczyñski;Krzemieniewo;
64-122;wielkopolskie;leszczyñski;Krzemieniewo;
64-125;wielkopolskie;gostyñski;Poniec;
64-130;wielkopolskie;leszczyñski;Rydzyna;
64-140;wielkopolskie;leszczyñski;W³oszakowice;
64-150;wielkopolskie;leszczyñski;Wijewo;
64-200;wielkopolskie;wolsztyñski;Wolsztyn;
64-211;wielkopolskie;wolsztyñski;Wolsztyn;
64-212;wielkopolskie;wolsztyñski;Siedlec;
64-214;wielkopolskie;wolsztyñski;Siedlec;
64-223;wielkopolskie;wolsztyñski;Wolsztyn;
64-224;wielkopolskie;wolsztyñski;Wolsztyn;
64-225;wielkopolskie;wolsztyñski;Siedlec;
64-231;wielkopolskie;wolsztyñski;Siedlec;
64-232;wielkopolskie;wolsztyñski;Siedlec;
64-234;wielkopolskie;wolsztyñski;Przemêt;
64-300;wielkopolskie;nowotomyski;Nowy Tomyœl;
64-304;wielkopolskie;nowotomyski;Nowy Tomyœl;
64-305;wielkopolskie;nowotomyski;Miedzichowo;
64-306;wielkopolskie;nowotomyski;Nowy Tomyœl;
64-308;wielkopolskie;grodziski;Rakoniewice;
64-311;wielkopolskie;nowotomyski;Lwówek;
64-312;wielkopolskie;nowotomyski;Lwówek;
64-314;wielkopolskie;nowotomyski;Kuœlin;
64-315;wielkopolskie;nowotomyski;Kuœlin;
64-316;wielkopolskie;nowotomyski;Kuœlin;
64-320;wielkopolskie;poznañski;Buk;
64-330;wielkopolskie;nowotomyski;Opalenica;
64-331;wielkopolskie;poznañski;Buk;
64-333;wielkopolskie;nowotomyski;Nowy Tomyœl;
64-334;wielkopolskie;nowotomyski;Nowy Tomyœl;
64-335;wielkopolskie;nowotomyski;Zb¹szyñ;
64-360;wielkopolskie;nowotomyski;Zb¹szyñ;
64-361;wielkopolskie;nowotomyski;Miedzichowo;
64-400;wielkopolskie;miêdzychodzki;Miêdzychód;
64-410;wielkopolskie;miêdzychodzki;Sieraków;
64-412;wielkopolskie;miêdzychodzki;Chrzypsko Wielkie;
64-420;wielkopolskie;miêdzychodzki;Kwilcz;
64-421;wielkopolskie;miêdzychodzki;Miêdzychód;
64-423;wielkopolskie;miêdzychodzki;Kwilcz;
64-426;wielkopolskie;miêdzychodzki;Miêdzychód;
64-427;wielkopolskie;miêdzychodzki;Miêdzychód;
64-500;wielkopolskie;szamotulski;Szamotu³y;
64-510;wielkopolskie;szamotulski;Wronki;
64-512;wielkopolskie;szamotulski;Wronki;
64-513;wielkopolskie;szamotulski;Wronki;
64-514;wielkopolskie;szamotulski;Szamotu³y;
64-520;wielkopolskie;szamotulski;Obrzycko;
64-530;wielkopolskie;szamotulski;KaŸmierz;
64-531;wielkopolskie;szamotulski;Pniewy;
64-541;wielkopolskie;szamotulski;Duszniki;
64-542;wielkopolskie;szamotulski;KaŸmierz;
64-550;wielkopolskie;szamotulski;Duszniki;
64-551;wielkopolskie;szamotulski;Szamotu³y;
64-552;wielkopolskie;szamotulski;Duszniki;
64-553;wielkopolskie;szamotulski;Duszniki;
64-560;wielkopolskie;szamotulski;Ostroróg;
64-561;wielkopolskie;szamotulski;Pniewy;
64-600;wielkopolskie;obornicki;Oborniki;
64-603;wielkopolskie;obornicki;Ryczywó³;
64-604;wielkopolskie;poznañski;Murowana Goœlina;
64-605;wielkopolskie;obornicki;Oborniki;
64-606;wielkopolskie;obornicki;Oborniki;
64-607;wielkopolskie;obornicki;Oborniki;
64-608;wielkopolskie;obornicki;RogoŸno;
64-610;wielkopolskie;obornicki;RogoŸno;
64-611;wielkopolskie;obornicki;RogoŸno;
64-612;wielkopolskie;obornicki;RogoŸno;
64-630;wielkopolskie;obornicki;Ryczywó³;
64-700;wielkopolskie;czarnkowsko-trzcianecki;Czarnków;
64-704;wielkopolskie;czarnkowsko-trzcianecki;Czarnków;
64-705;wielkopolskie;czarnkowsko-trzcianecki;Czarnków;
64-706;wielkopolskie;pilski;Ujœcie;
64-707;wielkopolskie;czarnkowsko-trzcianecki;Czarnków;
64-708;wielkopolskie;czarnkowsko-trzcianecki;Czarnków;
64-710;wielkopolskie;czarnkowsko-trzcianecki;Po³ajewo;
64-711;wielkopolskie;czarnkowsko-trzcianecki;Po³ajewo;
64-712;wielkopolskie;czarnkowsko-trzcianecki;Po³ajewo;
64-713;wielkopolskie;czarnkowsko-trzcianecki;Czarnków;
64-720;wielkopolskie;czarnkowsko-trzcianecki;Lubasz;
64-721;wielkopolskie;czarnkowsko-trzcianecki;Lubasz;
64-723;wielkopolskie;czarnkowsko-trzcianecki;Wieleñ;
64-729;wielkopolskie;czarnkowsko-trzcianecki;Wieleñ;
64-730;wielkopolskie;czarnkowsko-trzcianecki;Wieleñ;
64-731;wielkopolskie;czarnkowsko-trzcianecki;Drawsko;
64-733;wielkopolskie;czarnkowsko-trzcianecki;Drawsko;
64-734;wielkopolskie;czarnkowsko-trzcianecki;Drawsko;
64-735;wielkopolskie;czarnkowsko-trzcianecki;Wieleñ;
64-761;wielkopolskie;czarnkowsko-trzcianecki;Krzy¿ Wielkopolski;
64-763;wielkopolskie;czarnkowsko-trzcianecki;Krzy¿ Wielkopolski;
64-800;wielkopolskie;chodzieski;Chodzie¿;
64-810;wielkopolskie;pilski;Kaczory;
64-811;wielkopolskie;pilski;Kaczory;
64-812;wielkopolskie;pilski;Kaczory;
64-813;wielkopolskie;chodzieski;Chodzie¿;
64-814;wielkopolskie;chodzieski;Szamocin;
64-815;wielkopolskie;chodzieski;Szamocin;
64-820;wielkopolskie;chodzieski;Szamocin;
64-830;wielkopolskie;chodzieski;Margonin;
64-831;wielkopolskie;chodzieski;Margonin;
64-832;wielkopolskie;chodzieski;Margonin;
64-834;wielkopolskie;chodzieski;Budzyñ;
64-840;wielkopolskie;chodzieski;Budzyñ;
64-841;wielkopolskie;chodzieski;Budzyñ;
64-843;wielkopolskie;pilski;Kaczory;
64-850;wielkopolskie;pilski;Ujœcie;
64-903;wielkopolskie;czarnkowsko-trzcianecki;Trzcianka;
64-904;wielkopolskie;czarnkowsko-trzcianecki;Trzcianka;
64-905;wielkopolskie;czarnkowsko-trzcianecki;Trzcianka;
64-910;wielkopolskie;czarnkowsko-trzcianecki;Trzcianka;
64-915;wielkopolskie;z³otowski;Jastrowie;
64-917;wielkopolskie;z³otowski;Krajenka;
64-918;wielkopolskie;z³otowski;Okonek;
64-919;wielkopolskie;z³otowski;Okonek;
64-920;wielkopolskie;pilski;Pi³a;
64-930;wielkopolskie;pilski;Szyd³owo;
64-932;wielkopolskie;pilski;Szyd³owo;
64-962;wielkopolskie;z³otowski;Jastrowie;
64-965;wielkopolskie;z³otowski;Okonek;
64-980;wielkopolskie;czarnkowsko-trzcianecki;Trzcianka;
65-001;lubuskie;Zielona Góra;Zielona Góra;ca³e miasto jako 1 kszta³t
66-001;lubuskie;Zielona Góra;Zielona Góra;
66-002;lubuskie;Zielona Góra;Zielona Góra;
66-003;lubuskie;zielonogórski;Zabór;
66-004;lubuskie;Zielona Góra;Zielona Góra;
66-006;lubuskie;Zielona Góra;Zielona Góra;
66-007;lubuskie;zielonogórski;Nowogród Bobrzañski;
66-008;lubuskie;zielonogórski;Œwidnica;
66-010;lubuskie;zielonogórski;Nowogród Bobrzañski;
66-014;lubuskie;zielonogórski;Œwidnica;
66-015;lubuskie;Zielona Góra;Zielona Góra;
66-016;lubuskie;zielonogórski;Czerwieñsk;
66-019;lubuskie;s³ubicki;Cybinka;
66-022;lubuskie;kroœnieñski;Bytnica;
66-100;lubuskie;zielonogórski;Sulechów;
66-105;lubuskie;zielonogórski;Sulechów;
66-110;lubuskie;zielonogórski;Babimost;
66-111;lubuskie;zielonogórski;Sulechów;
66-112;lubuskie;zielonogórski;Czerwieñsk;
66-120;lubuskie;zielonogórski;Kargowa;
66-130;lubuskie;zielonogórski;Bojad³a;
66-131;lubuskie;zielonogórski;Sulechów;
66-132;lubuskie;zielonogórski;Trzebiechów;
66-133;lubuskie;zielonogórski;Bojad³a;
66-200;lubuskie;œwiebodziñski;Œwiebodzin;
66-203;lubuskie;œwiebodziñski;Œwiebodzin;
66-210;lubuskie;œwiebodziñski;Zb¹szynek;
66-211;lubuskie;œwiebodziñski;Sk¹pe;
66-213;lubuskie;œwiebodziñski;Sk¹pe;
66-218;lubuskie;œwiebodziñski;Lubrza;
66-220;lubuskie;œwiebodziñski;£agów;
66-223;lubuskie;œwiebodziñski;£agów;
66-225;lubuskie;œwiebodziñski;Szczaniec;
66-233;lubuskie;œwiebodziñski;£agów;
66-234;lubuskie;sulêciñski;Torzym;
66-235;lubuskie;sulêciñski;Torzym;
66-300;lubuskie;miêdzyrzecki;Miêdzyrzecz;
66-304;lubuskie;miêdzyrzecki;Trzciel;
66-305;lubuskie;miêdzyrzecki;Miêdzyrzecz;
66-306;lubuskie;miêdzyrzecki;Miêdzyrzecz;
66-307;lubuskie;miêdzyrzecki;Bledzew;
66-313;lubuskie;miêdzyrzecki;Miêdzyrzecz;
66-320;lubuskie;miêdzyrzecki;Trzciel;
66-330;lubuskie;miêdzyrzecki;Pszczew;
66-340;lubuskie;miêdzyrzecki;Przytoczna;
66-341;lubuskie;miêdzyrzecki;Przytoczna;
66-342;lubuskie;miêdzyrzecki;Przytoczna;
66-343;lubuskie;miêdzyrzecki;Przytoczna;
66-350;lubuskie;miêdzyrzecki;Bledzew;
66-400;lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;
66-415;lubuskie;gorzowski;K³odawa;
66-416;lubuskie;gorzowski;K³odawa;
66-425;lubuskie;gorzowski;Deszczno;
66-428;lubuskie;gorzowski;Lubiszyn;
66-429;lubuskie;gorzowski;Lubiszyn;
66-431;lubuskie;gorzowski;Santok;
66-432;lubuskie;gorzowski;Lubiszyn;
66-433;lubuskie;gorzowski;Lubiszyn;
66-434;lubuskie;s³ubicki;Górzyca;
66-435;lubuskie;sulêciñski;Krzeszyce;
66-436;lubuskie;sulêciñski;S³oñsk;
66-437;lubuskie;sulêciñski;S³oñsk;
66-440;lubuskie;miêdzyrzecki;Skwierzyna;
66-441;lubuskie;miêdzyrzecki;Skwierzyna;
66-443;lubuskie;miêdzyrzecki;Skwierzyna;
66-445;lubuskie;miêdzyrzecki;Skwierzyna;
66-446;lubuskie;gorzowski;Deszczno;
66-450;lubuskie;gorzowski;Bogdaniec;
66-451;lubuskie;gorzowski;Witnica;
66-460;lubuskie;gorzowski;Witnica;
66-470;lubuskie;gorzowski;Kostrzyn nad Odr¹;
66-500;lubuskie;strzelecko-drezdenecki;Strzelce Krajeñskie;
66-505;lubuskie;strzelecko-drezdenecki;Zwierzyn;
66-510;lubuskie;strzelecko-drezdenecki;Strzelce Krajeñskie;
66-520;lubuskie;strzelecko-drezdenecki;Dobiegniew;
66-522;lubuskie;strzelecko-drezdenecki;Dobiegniew;
66-530;lubuskie;strzelecko-drezdenecki;Drezdenko;
66-535;lubuskie;strzelecko-drezdenecki;Drezdenko;
66-540;lubuskie;strzelecko-drezdenecki;Stare Kurowo;
66-542;lubuskie;strzelecko-drezdenecki;Zwierzyn;
66-543;lubuskie;strzelecko-drezdenecki;Zwierzyn;
66-544;lubuskie;gorzowski;Santok;
66-551;lubuskie;strzelecko-drezdenecki;Drezdenko;
66-600;lubuskie;kroœnieñski;Krosno Odrzañskie;
66-614;lubuskie;kroœnieñski;Maszewo;
66-615;lubuskie;kroœnieñski;D¹bie;
66-620;lubuskie;kroœnieñski;Gubin;
66-626;lubuskie;kroœnieñski;Bobrowice;
66-627;lubuskie;kroœnieñski;Bobrowice;
66-629;lubuskie;kroœnieñski;Gubin;
66-630;lubuskie;kroœnieñski;Bytnica;
66-633;lubuskie;kroœnieñski;Gubin;
67-100;lubuskie;nowosolski;Nowa Sól;
67-106;lubuskie;nowosolski;Otyñ;
67-108;lubuskie;nowosolski;Nowa Sól;
67-112;lubuskie;nowosolski;Siedlisko;
67-115;lubuskie;nowosolski;Bytom Odrzañski;
67-120;lubuskie;nowosolski;Ko¿uchów;
67-124;lubuskie;nowosolski;Nowe Miasteczko;
67-125;lubuskie;nowosolski;Nowe Miasteczko;
67-128;lubuskie;nowosolski;Ko¿uchów;
67-130;lubuskie;¿agañski;Szprotawa;
67-200;dolnoœl¹skie;g³ogowski;G³ogów;
67-210;dolnoœl¹skie;g³ogowski;G³ogów;
67-211;dolnoœl¹skie;g³ogowski;Kotla;
67-221;dolnoœl¹skie;g³ogowski;Pêc³aw;
67-222;dolnoœl¹skie;g³ogowski;Jerzmanowa;
67-231;dolnoœl¹skie;g³ogowski;¯ukowice;
67-232;dolnoœl¹skie;g³ogowski;¯ukowice;
67-240;dolnoœl¹skie;g³ogowski;Kotla;
67-300;lubuskie;¿agañski;Szprotawa;
67-312;lubuskie;¿agañski;Niegos³awice;
67-320;lubuskie;¿agañski;Ma³omice;
67-321;lubuskie;¿agañski;Szprotawa;
67-400;lubuskie;wschowski;Wschowa;
67-407;lubuskie;wschowski;Szlichtyngowa;
67-410;lubuskie;wschowski;S³awa;
67-415;lubuskie;nowosolski;Kolsko;
67-416;lubuskie;nowosolski;Kolsko;
68-100;lubuskie;¿agañski;¯agañ;
68-111;lubuskie;¿agañski;¯agañ;
68-113;lubuskie;¿agañski;BrzeŸnica;
68-114;lubuskie;¿agañski;¯agañ;
68-120;lubuskie;¿agañski;I³owa;
68-121;lubuskie;¿agañski;I³owa;
68-130;lubuskie;¿agañski;Gozdnica;
68-131;lubuskie;¿agañski;Wymiarki;
68-132;lubuskie;¿arski;Przewóz;
68-200;lubuskie;¿arski;¯ary;
68-206;lubuskie;¿arski;¯ary;
68-208;lubuskie;¿arski;£êknica;
68-210;lubuskie;¿arski;Trzebiel;
68-212;lubuskie;¿arski;Trzebiel;
68-213;lubuskie;¿arski;Lipinki £u¿yckie;
68-219;lubuskie;¿arski;Tuplice;
68-300;lubuskie;¿arski;Lubsko;
68-320;lubuskie;¿arski;Jasieñ;
68-343;lubuskie;¿arski;Brody;
69-100;lubuskie;s³ubicki;S³ubice;
69-108;lubuskie;s³ubicki;Cybinka;
69-110;lubuskie;s³ubicki;Rzepin;
69-113;lubuskie;s³ubicki;Górzyca;
69-121;lubuskie;s³ubicki;Cybinka;
69-200;lubuskie;sulêciñski;Sulêcin;
69-210;lubuskie;sulêciñski;Lubniewice;
69-213;lubuskie;sulêciñski;Sulêcin;
69-214;lubuskie;s³ubicki;Oœno Lubuskie;
